"Month","Species","Year","Total_Catch","Total_Income","Individual_fishing_trips_mo","CPUE"
"May","Pomacentrus moluccensis","2022",4,6000,30,0.133333333333333
"May","Pomacentrus moluccensis","2023",13,19500,137,0.0948905109489051
"May","Pomacentrus pavo","2019",200,150000,121,1.65289256198347
"May","Pomacentrus smithi","2016",2,2000,176,0.0113636363636364
"May","Pomacentrus smithi","2018",27,27000,104,0.259615384615385
"May","Pomacentrus smithi","2019",1,1000,121,0.00826446280991736
"May","Pseudanthias Luzunensis","2018",1,10000,104,0.00961538461538462
"May","Pseudanthias cooperi","2013",170,170250,328,0.518292682926829
"May","Pseudanthias dispar","2012",3569,2706719.92665037,197,18.1167512690355
"May","Pseudanthias dispar","2013",1650,1677750,328,5.03048780487805
"May","Pseudanthias dispar","2016",202,380000,176,1.14772727272727
"May","Pseudanthias dispar","2017",661,1322000,38,17.3947368421053
"May","Pseudanthias dispar","2018",715,1430000,104,6.875
"May","Pseudanthias dispar","2019",224,448000,121,1.85123966942149
"May","Pseudanthias dispar","2022",141,352500,30,4.7
"May","Pseudanthias dispar","2023",1328,2824000,137,9.69343065693431
"May","Pseudanthias evansi","2012",15,30000,197,0.0761421319796954
"May","Pseudanthias huchtii","2012",269,144214.285714286,197,1.36548223350254
"May","Pseudanthias huchtii","2016",189,203500,176,1.07386363636364
"May","Pseudanthias huchtii","2017",82,146500,38,2.15789473684211
"May","Pseudanthias huchtii","2018",99,135500,104,0.951923076923077
"May","Pseudanthias huchtii","2019",7,7000,121,0.0578512396694215
"May","Pseudanthias huchtii","2022",47,97810.3448275862,30,1.56666666666667
"May","Pseudanthias huchtii","2023",86,154158.669902913,137,0.627737226277372
"May","Pseudanthias hypselosoma","2012",441,331143.333333333,197,2.23857868020305
"May","Pseudanthias hypselosoma","2016",386,425750,176,2.19318181818182
"May","Pseudanthias hypselosoma","2017",134,157000,38,3.52631578947368
"May","Pseudanthias hypselosoma","2018",132,222500,104,1.26923076923077
"May","Pseudanthias hypselosoma","2019",65,74500,121,0.537190082644628
"May","Pseudanthias hypselosoma","2023",10,50000,137,0.072992700729927
"May","Pseudanthias luzonensis","2012",28,78000,197,0.142131979695431
"May","Pseudanthias luzonensis","2013",13,64000,328,0.0396341463414634
"May","Pseudanthias pleurotaenia","2016",1,3000,176,0.00568181818181818
"May","Pseudanthias pleurotaenia","2017",1,3000,38,0.0263157894736842
"May","Pseudanthias pleurotaenia","2019",15,36000,121,0.12396694214876
"May","Pseudanthias pleurotaenia","2022",3,21000,30,0.1
"May","Pseudanthias rubrizonatus","2022",6,45000,30,0.2
"May","Pseudanthias squamipinnis","2022",47,117532.608695652,30,1.56666666666667
"May","Pseudanthias squamipinnis","2023",266,311283.8,137,1.94160583941606
"May","Pseudanthias tuka","2013",29,67770.2702702703,328,0.0884146341463415
"May","Pseudanthias tuka","2016",3,12000,176,0.0170454545454545
"May","Pseudanthias tuka","2023",4,20000,137,0.0291970802919708
"May","Pseudechidna brummeri","2022",6,42000,30,0.2
"May","Pseudocheilinus Octotaenia","2016",1,2500,176,0.00568181818181818
"May","Pseudocheilinus Octotaenia","2018",1,2500,104,0.00961538461538462
"May","Pseudocheilinus evanidus","2012",101,101000,197,0.512690355329949
"May","Pseudocheilinus evanidus","2013",12,12000,328,0.0365853658536585
"May","Pseudocheilinus evanidus","2016",187,167250,176,1.0625
"May","Pseudocheilinus evanidus","2017",39,39000,38,1.02631578947368
"May","Pseudocheilinus evanidus","2018",96,100500,104,0.923076923076923
"May","Pseudocheilinus evanidus","2019",116,116000,121,0.958677685950413
"May","Pseudocheilinus evanidus","2022",8,10000,30,0.266666666666667
"May","Pseudocheilinus evanidus","2023",27,36250,137,0.197080291970803
"May","Pseudocheilinus hexataenia","2012",834,1470192.15686275,197,4.23350253807107
"May","Pseudocheilinus hexataenia","2013",1514,2876159.31034483,328,4.61585365853659
"May","Pseudocheilinus hexataenia","2016",1916,4099750,176,10.8863636363636
"May","Pseudocheilinus hexataenia","2017",658,1507000,38,17.3157894736842
"May","Pseudocheilinus hexataenia","2018",1058,2205000,104,10.1730769230769
"May","Pseudocheilinus hexataenia","2019",1079,2752500,121,8.91735537190083
"May","Pseudocheilinus hexataenia","2022",311,1034000,30,10.3666666666667
"May","Pseudocheilinus hexataenia","2023",685,2228000,137,5
"May","Pseudochromis paccagnellae","2012",2,2000,197,0.0101522842639594
"May","Pseudochromis paccagnellae","2016",26,26000,176,0.147727272727273
"May","Pseudochromis paccagnellae","2017",4,4000,38,0.105263157894737
"May","Pseudochromis paccagnellae","2019",3,3000,121,0.0247933884297521
"May","Pseudochromis paccagnellae","2022",101,353500,30,3.36666666666667
"May","Pseudocoris yamashiroi","2022",7,14000,30,0.233333333333333
"May","Pseudorhombus cinnamoneus","2022",2,6000,30,0.0666666666666667
"May","Ptereleotris evides","2012",69,86741.3533834587,197,0.350253807106599
"May","Ptereleotris evides","2016",38,57000,176,0.215909090909091
"May","Ptereleotris evides","2017",27,73500,38,0.710526315789474
"May","Ptereleotris evides","2018",51,76500,104,0.490384615384615
"May","Ptereleotris evides","2019",26,40500,121,0.214876033057851
"May","Ptereleotris evides","2022",91,409500,30,3.03333333333333
"May","Ptereleotris evides","2023",90,195000,137,0.656934306569343
"May","Ptereleotris hanae","2012",4,5500,197,0.0203045685279188
"May","Ptereleotris heteroptera","2012",4,6000,197,0.0203045685279188
"May","Ptereleotris heteroptera","2013",7,10500,328,0.0213414634146341
"May","Ptereleotris heteroptera","2023",1,3000,137,0.0072992700729927
"May","Ptereleotris heteropterus","2016",132,198000,176,0.75
"May","Ptereleotris heteropterus","2018",3,4500,104,0.0288461538461538
"May","Ptereleotris heteropterus","2019",16,32000,121,0.132231404958678
"May","Ptereleotris microlepis","2016",97,97000,176,0.551136363636364
"May","Ptereleotris microlepis","2017",3,3000,38,0.0789473684210526
"May","Ptereleotris zebra","2016",6,9000,176,0.0340909090909091
"May","Pterocaesio chrysozona","2012",6,6000,197,0.0304568527918782
"May","Pterocaesio chrysozona","2013",1,1000,328,0.00304878048780488
"May","Pterocaesio chrysozona","2016",16,16000,176,0.0909090909090909
"May","Pterois antennata","2012",48,67550,197,0.243654822335025
"May","Pterois antennata","2016",37,59700,176,0.210227272727273
"May","Pterois antennata","2017",23,45500,38,0.605263157894737
"May","Pterois antennata","2018",34,68000,104,0.326923076923077
"May","Pterois antennata","2019",44,86000,121,0.363636363636364
"May","Pterois antennata","2022",23,59000,30,0.766666666666667
"May","Pterois antennata","2023",20,58000,137,0.145985401459854
"May","Pterois radiata","2016",4,32000,176,0.0227272727272727
"May","Pterois radiata","2017",7,91000,38,0.184210526315789
"May","Pterois radiata","2018",1,10000,104,0.00961538461538462
"May","Pterois radiata","2019",2,20000,121,0.0165289256198347
"May","Pterois radiata","2022",1,17500,30,0.0333333333333333
"May","Pterois radiata","2023",2,25000,137,0.0145985401459854
"May","Pterois volitans","2012",7,47666.6666666667,197,0.0355329949238579
"May","Pterois volitans","2013",21,203000,328,0.0640243902439024
"May","Pterois volitans","2016",2,16000,176,0.0113636363636364
"May","Pterois volitans","2022",3,52500,30,0.1
"May","Pterois volitans","2023",2,30000,137,0.0145985401459854
"May","Pygoplites diacanthus","2012",5,44000,197,0.0253807106598985
"May","Pygoplites diacanthus","2017",5,95000,38,0.131578947368421
"May","Pygoplites diacanthus","2018",2,40000,104,0.0192307692307692
"May","Pygoplites diacanthus","2022",5,199687.5,30,0.166666666666667
"May","Pygoplites diacanthus","2023",1,9014,137,0.0072992700729927
"May","Rhinchocinetes durbanensis","2016",749,530100,176,4.25568181818182
"May","Rhinchocinetes durbanensis","2018",135,101250,104,1.29807692307692
"May","Rhinchocinetes durbanensis","2019",31,31000,121,0.256198347107438
"May","Rhinecanthus aculeatus","2013",2,4500,328,0.00609756097560976
"May","Rhinecanthus verrucosus","2012",3,2250,197,0.0152284263959391
"May","Rhinecanthus verrucosus","2013",16,14500,328,0.0487804878048781
"May","Rhinecanthus verrucosus","2016",2,2000,176,0.0113636363636364
"May","Rhinecanthus verrucosus","2018",5,5000,104,0.0480769230769231
"May","Rhinomuraena quaesita","2012",3,22000,197,0.0152284263959391
"May","Rhinomuraena quaesita","2013",9,83000,328,0.0274390243902439
"May","Rhinomuraena quaesita","2023",7,135000,137,0.0510948905109489
"May","Rhinomuraena quesita","2016",8,92500,176,0.0454545454545455
"May","Rhinomuraena quesita","2018",2,30000,104,0.0192307692307692
"May","Rhinomuraena quesita","2019",2,20000,121,0.0165289256198347
"May","Rhynchocinetes durbanensis","2012",1192,3064600,197,6.0507614213198
"May","Rhynchocinetes durbanensis","2013",369,276750,328,1.125
"May","Rhynchocinetes durbanensis","2022",35,35000,30,1.16666666666667
"May","Rhynchocinetes durbanensis","2023",255,255000,137,1.86131386861314
"May","Salarias ceramensis","2013",57,54897.6744186046,328,0.173780487804878
"May","Salarias fasciatus","2012",6,6000,197,0.0304568527918782
"May","Salarias fasciatus","2016",43,43000,176,0.244318181818182
"May","Salarias fasciatus","2018",1,1000,104,0.00961538461538462
"May","Salarias fasciatus","2019",23,23000,121,0.190082644628099
"May","Salarias fasciatus","2022",35,56500,30,1.16666666666667
"May","Salarias fasciatus","2023",88,125500,137,0.642335766423358
"May","Salarias segmentatus","2022",1,4000,30,0.0333333333333333
"May","Siderea picta","2022",1,5000,30,0.0333333333333333
"May","Siderea picta","2023",3,15000,137,0.0218978102189781
"May","Siganus corallinus","2012",4,6000,197,0.0203045685279188
"May","Siganus corallinus","2016",24,64000,176,0.136363636363636
"May","Siganus corallinus","2018",3,8500,104,0.0288461538461538
"May","Siganus corallinus","2019",2,4000,121,0.0165289256198347
"May","Siganus corallinus","2022",5,20000,30,0.166666666666667
"May","Siganus puellus","2022",1,4000,30,0.0333333333333333
"May","Siganus vulpinus","2013",3,7500,328,0.00914634146341463
"May","Siganus vulpinus","2016",2,6000,176,0.0113636363636364
"May","Siganus vulpinus","2019",3,10000,121,0.0247933884297521
"May","Signigobius biocellatus","2013",3,3750,328,0.00914634146341463
"May","Signigobius biocellatus","2022",32,272000,30,1.06666666666667
"May","Stenopus Hispodus","2016",34,34000,176,0.193181818181818
"May","Stenopus Hispodus","2019",17,17000,121,0.140495867768595
"May","Stenopus hispidus","2022",4,4000,30,0.133333333333333
"May","Stenopus hispidus","2023",5,5000,137,0.0364963503649635
"May","Stenopus hispodus","2012",35,55691.6666666667,197,0.177664974619289
"May","Stenopus hispodus","2013",49,41750,328,0.149390243902439
"May","Stenopus tenuirostris","2023",2,2000,137,0.0145985401459854
"May","Stethojulis bandanensis","2016",19,19000,176,0.107954545454545
"May","Stethojulis bandanensis","2018",3,3000,104,0.0288461538461538
"May","Stethojulis bandanensis","2019",2,2000,121,0.0165289256198347
"May","Stethojulis bandanensis","2023",1,1000,137,0.0072992700729927
"May","Stonogobiops nematodes","2022",28,210000,30,0.933333333333333
"May","Sufflamen chrysopterum","2012",1,750,197,0.0050761421319797
"May","Sufflamen chrysopterus","2017",2,6000,38,0.0526315789473684
"May","Synchiropus ocellatus","2012",27,31137.1951219513,197,0.137055837563452
"May","Synchiropus ocellatus","2013",499,595083.333333333,328,1.52134146341463
"May","Synchiropus ocellatus","2016",208,273500,176,1.18181818181818
"May","Synchiropus ocellatus","2018",235,235000,104,2.25961538461538
"May","Synchiropus ocellatus","2019",64,64000,121,0.528925619834711
"May","Synchiropus ocellatus","2022",152,605500,30,5.06666666666667
"May","Synchiropus ocellatus","2023",13,43500,137,0.0948905109489051
"May","Synchiropus picturatus","2022",3,4500,30,0.1
"May","Synchiropus picturatus","2023",133,199500,137,0.970802919708029
"May","Synchiropus stellatus","2016",2,6000,176,0.0113636363636364
"May","Taenianotus triacanthus","2017",2,5000,38,0.0526315789473684
"May","Taenianotus triacanthus","2019",3,6500,121,0.0247933884297521
"May","Thalassoma amblycephalum","2012",6,18500,197,0.0304568527918782
"May","Thalassoma amblycephalum","2016",11,33000,176,0.0625
"May","Thalassoma amblycephalum","2018",20,30000,104,0.192307692307692
"May","Thalassoma amblycephalum","2023",62,186000,137,0.452554744525547
"May","Thalassoma jansenii","2023",3,5000,137,0.0218978102189781
"May","Thalassoma lunare","2012",5,5000,197,0.0253807106598985
"May","Thalassoma lunare","2016",42,42000,176,0.238636363636364
"May","Thalassoma lunare","2017",6,8000,38,0.157894736842105
"May","Thalassoma lunare","2018",7,13000,104,0.0673076923076923
"May","Thalassoma lutescens","2023",3,12000,137,0.0218978102189781
"May","Valenciennea helsdingenii","2012",235,329218.456375839,197,1.19289340101523
"May","Valenciennea helsdingenii","2016",15,22500,176,0.0852272727272727
"May","Valenciennea helsdingenii","2017",25,38000,38,0.657894736842105
"May","Valenciennea helsdingenii","2018",91,159250,104,0.875
"May","Valenciennea helsdingenii","2019",90,177000,121,0.743801652892562
"May","Valenciennea helsdingenii","2023",5,13000,137,0.0364963503649635
"May","Valenciennea longipinnis","2022",11,27500,30,0.366666666666667
"May","Valenciennea puellaris","2012",829,1011662.56830601,197,4.20812182741117
"May","Valenciennea puellaris","2013",1170,1710607.92507205,328,3.56707317073171
"May","Valenciennea puellaris","2016",2068,3216500,176,11.75
"May","Valenciennea puellaris","2017",326,546000,38,8.57894736842105
"May","Valenciennea puellaris","2018",548,1115500,104,5.26923076923077
"May","Valenciennea puellaris","2019",1080,2037200,121,8.92561983471074
"May","Valenciennea puellaris","2022",171,683000,30,5.7
"May","Valenciennea puellaris","2023",636,1512000,137,4.64233576642336
"May","Valenciennea sexguttata","2012",74,72978.0701754386,197,0.375634517766497
"May","Valenciennea sexguttata","2013",507,497248,328,1.54573170731707
"May","Valenciennea sexguttata","2016",402,501250,176,2.28409090909091
"May","Valenciennea sexguttata","2017",54,71000,38,1.42105263157895
"May","Valenciennea sexguttata","2018",72,108000,104,0.692307692307692
"May","Valenciennea sexguttata","2019",119,180000,121,0.983471074380165
"May","Valenciennea sexguttata","2022",259,770000,30,8.63333333333333
"May","Valenciennea sexguttata","2023",87,193500,137,0.635036496350365
"May","Valenciennea strigata","2012",192,203728.612716763,197,0.974619289340102
"May","Valenciennea strigata","2013",440,1133473.92344498,328,1.34146341463415
"May","Valenciennea strigata","2016",64,111500,176,0.363636363636364
"May","Valenciennea strigata","2018",50,98000,104,0.480769230769231
"May","Valenciennea strigata","2019",18,36000,121,0.148760330578512
"May","Valenciennea strigata","2022",263,1035000,30,8.76666666666667
"May","Valenciennea strigata","2023",93,266000,137,0.678832116788321
"May","Variola louti","2016",1,2000,176,0.00568181818181818
"May","Variola louti","2019",4,8000,121,0.0330578512396694
"May","Wetmorella nigropinnata","2016",123,121250,176,0.698863636363636
"May","Wetmorella nigropinnata","2017",29,34500,38,0.763157894736842
"May","Wetmorella nigropinnata","2018",17,17000,104,0.163461538461538
"May","Wetmorella nigropinnata","2019",28,28000,121,0.231404958677686
"May","Wetmorella nigropinnata","2023",5,5375,137,0.0364963503649635
"May","Zanclus cornutus","2012",16,24859.3333333333,197,0.0812182741116751
"May","Zanclus cornutus","2016",95,170750,176,0.539772727272727
"May","Zanclus cornutus","2017",1,2000,38,0.0263157894736842
"May","Zanclus cornutus","2018",56,122000,104,0.538461538461538
"May","Zanclus cornutus","2019",27,54000,121,0.223140495867769
"May","Zanclus cornutus","2022",2,8000,30,0.0666666666666667
"May","Zanclus cornutus","2023",9,20000,137,0.0656934306569343
"May","Zebrasoma scopas","2012",95,128250,197,0.482233502538071
"May","Zebrasoma scopas","2013",47,70452.9147982063,328,0.143292682926829
"May","Zebrasoma scopas","2016",31,51500,176,0.176136363636364
"May","Zebrasoma scopas","2017",56,128850,38,1.47368421052632
"May","Zebrasoma scopas","2018",27,63000,104,0.259615384615385
"May","Zebrasoma scopas","2019",42,84000,121,0.347107438016529
"May","Zebrasoma scopas","2022",50,116000,30,1.66666666666667
"May","Zebrasoma scopas","2023",151,406000,137,1.1021897810219
"May","Zebrasoma veliferum","2022",1,12500,30,0.0333333333333333
"June","#N/A","2012",1772,3008000.96599691,189,9.37566137566137
"June","#N/A","2013",3729,8769000,276,13.5108695652174
"June","#N/A","2017",1750,10456500,81,21.6049382716049
"June","#N/A","2023",11,55500,172,0.063953488372093
"June","Ablabys macracanthus","2023",1,2500,172,0.00581395348837209
"June","Ablabys taenianotus","2013",3,3000,276,0.0108695652173913
"June","Abudefduf septemfasciatus","2012",100,50000,189,0.529100529100529
"June","Abudefduf septemfasciatus","2013",160,80000,276,0.579710144927536
"June","Acanthurus bariene","2016",157,915000,213,0.737089201877934
"June","Acanthurus bariene","2018",12,120000,182,0.0659340659340659
"June","Acanthurus bariene","2019",10,85000,179,0.0558659217877095
"June","Acanthurus bariene","2022",4,40000,43,0.0930232558139535
"June","Acanthurus bariene","2023",23,230000,172,0.133720930232558
"June","Acanthurus chronixis","2012",30,50500,189,0.158730158730159
"June","Acanthurus chronixis","2013",30,71000,276,0.108695652173913
"June","Acanthurus chronixis","2022",37,278000,43,0.86046511627907
"June","Acanthurus chronixis","2023",4,24000,172,0.0232558139534884
"June","Acanthurus grammoptilus","2012",35,26250,189,0.185185185185185
"June","Acanthurus grammoptilus","2013",72,74700,276,0.260869565217391
"June","Acanthurus guttatus","2022",1,75000,43,0.0232558139534884
"June","Acanthurus leucoheilus","2016",14,60000,213,0.0657276995305164
"June","Acanthurus leucoheilus","2017",4,20000,81,0.0493827160493827
"June","Acanthurus leucoheilus","2018",13,65000,182,0.0714285714285714
"June","Acanthurus leucoheilus","2019",8,40000,179,0.0446927374301676
"June","Acanthurus leucoheilus","2023",2,9000,172,0.0116279069767442
"June","Acanthurus leucosternon","2013",1,25000,276,0.0036231884057971
"June","Acanthurus lineatus","2012",138,160566.115702479,189,0.73015873015873
"June","Acanthurus lineatus","2013",1087,2477750,276,3.93840579710145
"June","Acanthurus lineatus","2016",714,1814000,213,3.35211267605634
"June","Acanthurus lineatus","2017",23,36000,81,0.283950617283951
"June","Acanthurus lineatus","2018",345,776000,182,1.8956043956044
"June","Acanthurus lineatus","2019",168,506000,179,0.93854748603352
"June","Acanthurus lineatus","2022",118,520000,43,2.74418604651163
"June","Acanthurus lineatus","2023",58,237000,172,0.337209302325581
"June","Acanthurus maculiceps","2016",1,25000,213,0.00469483568075117
"June","Acanthurus nigricans","2012",15,150000,189,0.0793650793650794
"June","Acanthurus nigricans","2016",45,499500,213,0.211267605633803
"June","Acanthurus nigricans","2017",10,107500,81,0.123456790123457
"June","Acanthurus nigricans","2019",1,10000,179,0.00558659217877095
"June","Acanthurus nigricans","2022",15,238750,43,0.348837209302326
"June","Acanthurus nigricans","2023",8,130000,172,0.0465116279069767
"June","Acanthurus nigricauda","2022",1,5000,43,0.0232558139534884
"June","Acanthurus nigrofuscus","2012",46,45750,189,0.243386243386243
"June","Acanthurus nigrofuscus","2016",83,85000,213,0.389671361502347
"June","Acanthurus nigrofuscus","2017",10,10000,81,0.123456790123457
"June","Acanthurus nigrofuscus","2018",51,51000,182,0.28021978021978
"June","Acanthurus nigrofuscus","2019",17,17000,179,0.0949720670391061
"June","Acanthurus nigrofuscus","2022",1,1250,43,0.0232558139534884
"June","Acanthurus nigrofuscus","2023",2,2500,172,0.0116279069767442
"June","Acanthurus nigroris","2016",62,90500,213,0.291079812206573
"June","Acanthurus nigroris","2017",21,29000,81,0.259259259259259
"June","Acanthurus nigroris","2018",55,89000,182,0.302197802197802
"June","Acanthurus nigroris","2019",69,68100,179,0.385474860335196
"June","Acanthurus nigroris","2022",1,1500,43,0.0232558139534884
"June","Acanthurus nigroris","2023",41,61500,172,0.238372093023256
"June","Acanthurus olivaceus","2012",42,47000,189,0.222222222222222
"June","Acanthurus olivaceus","2013",158,669000,276,0.572463768115942
"June","Acanthurus olivaceus","2016",175,388500,213,0.821596244131455
"June","Acanthurus olivaceus","2017",1,1000,81,0.0123456790123457
"June","Acanthurus olivaceus","2018",38,122500,182,0.208791208791209
"June","Acanthurus olivaceus","2019",23,72000,179,0.128491620111732
"June","Acanthurus olivaceus","2022",6,34000,43,0.13953488372093
"June","Acanthurus olivaceus","2023",7,31000,172,0.0406976744186047
"June","Acanthurus pyroferus","2012",2,24000,189,0.0105820105820106
"June","Acanthurus pyroferus","2013",31,235500,276,0.11231884057971
"June","Acanthurus pyroferus","2016",81,167000,213,0.380281690140845
"June","Acanthurus pyroferus","2017",4,14000,81,0.0493827160493827
"June","Acanthurus pyroferus","2018",109,299500,182,0.598901098901099
"June","Acanthurus pyroferus","2019",121,299500,179,0.675977653631285
"June","Acanthurus pyroferus","2022",26,510000,43,0.604651162790698
"June","Acanthurus pyroferus","2023",25,280000,172,0.145348837209302
"June","Acanthurus triostegus","2016",13,12250,213,0.0610328638497653
"June","Acanthurus triostegus","2018",3,4500,182,0.0164835164835165
"June","Acanthurus triostegus","2019",8,13500,179,0.0446927374301676
"June","Acanthurus triostegus","2022",27,55500,43,0.627906976744186
"June","Acanthurus triostegus","2023",42,77000,172,0.244186046511628
"June","Acanthurus tristris","2016",6,22500,213,0.028169014084507
"June","Acanthurus tristris","2017",1,6000,81,0.0123456790123457
"June","Acanthurus tristris","2018",2,9000,182,0.010989010989011
"June","Acanthurus tristris","2022",3,9000,43,0.0697674418604651
"June","Acanthurus tristris","2023",5,14000,172,0.0290697674418605
"June","Acanthurus tritis","2022",4,24000,43,0.0930232558139535
"June","Acanthurus xanthopterus","2018",64,3e+05,182,0.351648351648352
"June","Acanthurus xanthopterus","2019",11,55000,179,0.0614525139664804
"June","Acreichthys radiatus","2012",1,2000,189,0.00529100529100529
"June","Acreichthys radiatus","2013",1,5000,276,0.0036231884057971
"June","Alpheus randalli","2022",10,60000,43,0.232558139534884
"June","Amblycirrhitus pinos","2012",43,35000,189,0.227513227513228
"June","Amblycirrhitus pinos","2013",19,20500,276,0.0688405797101449
"June","Amblyeleotris guttata","2022",57,228000,43,1.32558139534884
"June","Amblyeleotris randalli","2022",20,750000,43,0.465116279069767
"June","Amblyeleotris steinitzi","2023",1,2000,172,0.00581395348837209
"June","Amblyeleotris wheeleri","2022",22,88000,43,0.511627906976744
"June","Amblyeteleotris gymnocephala","2012",1,1500,189,0.00529100529100529
"June","Amblygobius phalaena","2023",4,4000,172,0.0232558139534884
"June","Amblygobius rainfordi","2018",5,5000,182,0.0274725274725275
"June","Amblygobius rainfordi","2019",18,18000,179,0.100558659217877
"June","Amphiprion clarkii","2012",113,118750,189,0.597883597883598
"June","Amphiprion clarkii","2016",137,245850,213,0.643192488262911
"June","Amphiprion clarkii","2017",60,111500,81,0.740740740740741
"June","Amphiprion clarkii","2018",94,162750,182,0.516483516483517
"June","Amphiprion clarkii","2019",113,212000,179,0.631284916201117
"June","Amphiprion clarkii","2022",47,209000,43,1.09302325581395
"June","Amphiprion clarkii","2023",61,130000,172,0.354651162790698
"June","Amphiprion ocellaris","2012",18,29000,189,0.0952380952380952
"June","Amphiprion ocellaris","2016",9,19500,213,0.0422535211267606
"June","Amphiprion ocellaris","2017",14,23750,81,0.172839506172839
"June","Amphiprion ocellaris","2018",2,5000,182,0.010989010989011
"June","Amphiprion ocellaris","2022",13,33000,43,0.302325581395349
"June","Amphiprion ocellaris","2023",6,14000,172,0.0348837209302326
"June","Amphiprion perideraion","2022",8,17000,43,0.186046511627907
"June","Amphiprion perideraion","2023",11,23000,172,0.063953488372093
"June","Amphiprion polymnus","2012",44,85000,189,0.232804232804233
"June","Amphiprion polymnus","2022",26,130000,43,0.604651162790698
"June","Amphiprion sandaracinos","2016",6,11000,213,0.028169014084507
"June","Amphiprion sandaracinos","2018",8,13000,182,0.043956043956044
"June","Amphiprion sandaracinos","2019",8,12000,179,0.0446927374301676
"June","Anampses caeruleopunctatus","2017",5,7000,81,0.0617283950617284
"June","Anampses caeruleopunctatus","2018",9,23000,182,0.0494505494505494
"June","Anampses caeruleopunctatus","2019",2,2000,179,0.0111731843575419
"June","Anampses caeruleopunctatus","2022",1,3500,43,0.0232558139534884
"June","Anampses caeruleopunctatus","2023",14,26500,172,0.0813953488372093
"June","Anampses lineatus","2012",9,12500,189,0.0476190476190476
"June","Anampses melanurus","2012",3,3000,189,0.0158730158730159
"June","Anampses melanurus","2019",1,1500,179,0.00558659217877095
"June","Anampses melanurus","2023",31,244000,172,0.180232558139535
"June","Anampses meleagrides","2012",14,87000,189,0.0740740740740741
"June","Anampses meleagrides","2013",7,39000,276,0.0253623188405797
"June","Anampses meleagrides","2016",11,95000,213,0.0516431924882629
"June","Anampses meleagrides","2017",3,28000,81,0.037037037037037
"June","Anampses meleagrides","2018",6,24500,182,0.032967032967033
"June","Anampses meleagrides","2022",7,68000,43,0.162790697674419
"June","Anampses meleagrides","2023",20,118000,172,0.116279069767442
"June","Ancanthurus pyroferus","2016",6,27000,213,0.028169014084507
"June","Ancanthurus pyroferus","2018",1,15000,182,0.00549450549450549
"June","Ancanthurus pyroferus","2019",3,30000,179,0.0167597765363128
"June","Antennarius nummifer","2023",2,4000,172,0.0116279069767442
"June","Apolemichthys trimaculatus","2012",1,10000,189,0.00529100529100529
"June","Apolemichthys trimaculatus","2013",3,22500,276,0.0108695652173913
"June","Apolemichthys trimaculatus","2016",2,31000,213,0.00938967136150235
"June","Apolemichthys trimaculatus","2018",5,52000,182,0.0274725274725275
"June","Apolemichthys trimaculatus","2019",1,2000,179,0.00558659217877095
"June","Apolemichthys trimaculatus","2023",1,20000,172,0.00581395348837209
"June","Arothron immaculatus","2012",9,15681.0344827586,189,0.0476190476190476
"June","Arothron meleagris","2013",59,100250,276,0.213768115942029
"June","Arothron meleagris","2016",15,27500,213,0.0704225352112676
"June","Arothron meleagris","2017",14,31000,81,0.172839506172839
"June","Arothron meleagris","2018",14,42000,182,0.0769230769230769
"June","Arothron meleagris","2019",21,63000,179,0.11731843575419
"June","Arothron nigropunctatus","2022",12,48000,43,0.27906976744186
"June","Arothron nigropunctatus","2023",35,74000,172,0.203488372093023
"June","Atrosalarias fuscus","2016",20,37000,213,0.0938967136150235
"June","Atrosalarias fuscus","2018",37,37000,182,0.203296703296703
"June","Atrosalarias fuscus","2019",35,35000,179,0.195530726256983
"June","Atrosalarias fuscus","2023",6,7500,172,0.0348837209302326
"June","Balistapus undulatus","2012",1,1000,189,0.00529100529100529
"June","Balistapus undulatus","2013",2,3500,276,0.0072463768115942
"June","Balistapus undulatus","2023",1,3000,172,0.00581395348837209
"June","Balistoides conspicillum","2012",1,10000,189,0.00529100529100529
"June","Balistoides conspicillum","2013",1,50000,276,0.0036231884057971
"June","Balistoides viridescens","2013",1,750,276,0.0036231884057971
"June","Bodianus axillaris","2012",1,2000,189,0.00529100529100529
"June","Bodianus axillaris","2018",1,8000,182,0.00549450549450549
"June","Bodianus bilunulatus","2012",3,11000,189,0.0158730158730159
"June","Bodianus bimaculatus","2012",86,351000,189,0.455026455026455
"June","Bodianus bimaculatus","2013",16,62000,276,0.0579710144927536
"June","Bodianus bimaculatus","2016",7,26000,213,0.0328638497652582
"June","Bodianus bimaculatus","2018",50,250000,182,0.274725274725275
"June","Bodianus bimaculatus","2019",19,56000,179,0.106145251396648
"June","Bodianus diana","2016",86,167750,213,0.403755868544601
"June","Bodianus diana","2017",28,56000,81,0.345679012345679
"June","Bodianus diana","2018",69,138000,182,0.379120879120879
"June","Bodianus diana","2019",75,150000,179,0.418994413407821
"June","Bodianus diana","2022",12,39434.7826086957,43,0.27906976744186
"June","Bodianus diana","2023",15,21651.9090909091,172,0.0872093023255814
"June","Bodianus mesothorax","2012",20,40000,189,0.105820105820106
"June","Bodianus mesothorax","2016",19,45000,213,0.0892018779342723
"June","Bodianus mesothorax","2017",6,14500,81,0.0740740740740741
"June","Bodianus mesothorax","2018",18,38000,182,0.0989010989010989
"June","Bodianus mesothorax","2019",31,62000,179,0.173184357541899
"June","Bodianus mesothorax","2022",6,18000,43,0.13953488372093
